star_id,radius_fraction,radius_cm,mass_enclosed_g,density_g_cm3,pressure_dyn_cm2,temperature_k,mean_molecular_weight,epsilon_erg_g_s,grad_ad,grad_rad
mesa_model_0295_profile_08,0.0009044376829980646,62856321.62219615,1.5535956997635762e+26,149.22364790760176,2.2984441820360496e+17,15633067.932711009,0.8508944272693849,17.014522470755225,0.39587661777920097,0.33353787461005
mesa_model_0295_profile_08,0.0029066331986633987,202004266.96875072,5.154863386151802e+27,149.14807881451082,2.2974467852495277e+17,15630804.954109041,0.8507114665623612,17.00477628357291,0.3958774097095643,0.3335353832034576
mesa_model_0295_profile_08,0.004908828714328733,341152212.3153053,2.4811815831353743e+28,148.99564970850568,2.2954346645932157e+17,15626237.912563726,0.8503422489551357,16.98514142949464,0.39587900746618393,0.3335278261666393
mesa_model_0295_profile_08,0.006911024229994068,480300157.66185987,6.916338557939807e+28,148.74283357047642,2.2920964686657162e+17,15618655.160342544,0.8497293449140985,16.952642802800902,0.39588165839046063,0.3335215519810802
mesa_model_0295_profile_08,0.008913219745659402,619448103.0084145,1.481527713058809e+29,148.44777863948502,2.288197463698938e+17,15609790.348073835,0.849013648119061,16.91476026238839,0.3958847519770279,0.33349835147169343
mesa_model_0295_profile_08,0.010915415261324737,758596048.354969,2.7159270653722623e+29,148.07316663857225,2.283242365521879e+17,15598511.550403936,0.8481043278090815,16.866735344042283,0.39588867818714546,0.33345606494540597
mesa_model_0295_profile_08,0.012917610776990072,897743993.7015237,4.4912918812251894e+29,147.62219632137018,2.277268536005876e+17,15584895.454501672,0.8470091249342673,16.80896069467902,0.39589339945384816,0.3334055598636283
mesa_model_0295_profile_08,0.014919806292655408,1036891939.0480783,6.90212538929811e+29,147.10627425228603,2.2704051094830637e+17,15569229.318869613,0.8457599774404483,16.74222404577578,0.3958987805610002,0.33334066417309616
mesa_model_0295_profile_08,0.01692200180832074,1176039884.3946328,1.00406704558707e+30,146.5009715821046,2.2623397094541597e+17,15550777.982508235,0.8442917890973956,16.66417334601294,0.39590507514191897,0.33327044838495234
mesa_model_0295_profile_08,0.018924197323986074,1315187829.7411873,1.399683565714361e+30,145.7968465713743,2.2529555522742678e+17,15529258.354365684,0.8425772964734731,16.57419731574457,0.3959123764337285,0.3332012926202897
