star_id,model_number,mass_msun,radius_rsun,teff_k,luminosity_lsun,age_years,initial_z,evolution_stage,n_points_raw,n_points_processed
mesa_model_0001_profile_01,1,0.9999999999999962,29.39732996605167,4519.967429697867,324.07036829302444,1e-05,0.02,pre-main-sequence,387,500
mesa_model_0050_profile_02,50,0.9999999999135643,28.95763654787157,3828.7075027804494,161.88898876018118,0.45497190750010674,0.02,pre-main-sequence,376,500
mesa_model_0100_profile_03,100,0.9999997431573052,18.489861568945816,4018.84547551773,80.12257126089419,2510.5960734982905,0.02,pre-main-sequence,387,500
mesa_model_0150_profile_04,150,0.9999989922309347,5.071928467459428,4438.410082007618,8.968881176156426,110735.24027571104,0.02,pre-main-sequence,418,500
mesa_model_0200_profile_05,200,0.9999982232973523,1.3876945867641823,4260.288926317061,0.569936313045045,5684788.479823111,0.02,pre-main-sequence,451,500
mesa_model_0244_profile_06,244,0.9999972066471807,0.8866596739165293,5590.602498214642,0.689970778053087,43020069.65187602,0.02,pre-main-sequence,472,500
mesa_model_0250_profile_07,250,0.9999964553030042,0.8886118843360867,5593.7794937212975,0.6945890486048004,73895630.93890288,0.02,pre-main-sequence,472,500
mesa_model_0295_profile_08,295,0.9998548908166474,0.998960486553873,5748.108245651781,0.97876560526975,4600000000.0,0.02,main-sequence,472,500
