star_id,n_global,radial_mean_n_local,absolute_global_local_difference,chi2_global,chi2_piecewise,piecewise_improves_fit
mesa_model_0001_profile_01,1.9229148308625044,2.0698927243136556,0.1469778934511512,72.67432450131349,0.0712532544991275,True
mesa_model_0050_profile_02,1.92202323817645,1.9451492774050698,0.023126039228619888,57.50686794821636,0.04874655422020116,True
mesa_model_0100_profile_03,1.8001069448789084,1.8042311520795722,0.004124207200663754,50.213011407513534,0.04104467228185832,True
mesa_model_0150_profile_04,1.6404764909173741,1.6093189016767577,0.0311575892406164,17.512786942419446,0.0564969753508214,True
mesa_model_0200_profile_05,1.6479071176715514,2.042850807073708,0.3949436894021565,12.918506130929618,0.04361012796046669,True
mesa_model_0244_profile_06,2.7640350004363943,2.621321798863489,0.14271320157290512,140.06639182474171,0.03779993614209374,True
mesa_model_0250_profile_07,2.775503716257796,2.638922841826895,0.13658087443090094,142.2493228427098,0.037817996440630615,True
mesa_model_0295_profile_08,3.0845517319770006,2.5171866386965918,0.5673650932804088,203.41705520488594,0.03771534491789864,True
