star_id,n_global,K,alpha,reduced_chi2,success,message
mesa_model_0001_profile_01,1.9228439547559029,0.0005839179390760314,0.22761155201813352,72.67433662430103,True,`ftol` termination condition is satisfied.
mesa_model_0050_profile_02,1.9220220535000756,0.0005849448746417433,0.2309528313322278,57.50686791432558,True,`ftol` termination condition is satisfied.
mesa_model_0100_profile_03,1.788969555792115,0.0019504527035042385,0.24143726420572628,49.88965827370485,True,`ftol` termination condition is satisfied.
mesa_model_0150_profile_04,1.6404761941519033,0.07765483339550769,0.25765470442167127,17.51278693849275,True,`ftol` termination condition is satisfied.
mesa_model_0200_profile_05,1.6651467963161541,4.01909122709764,0.2578618110106992,16.434377629857046,True,`ftol` termination condition is satisfied.
mesa_model_0244_profile_06,2.7640352167049898,67.70838230076512,0.16779913427772167,140.0663918718996,True,`ftol` termination condition is satisfied.
mesa_model_0250_profile_07,2.775503598735271,68.74186931802653,0.16690285036885064,142.2493230221516,True,`ftol` termination condition is satisfied.
mesa_model_0295_profile_08,3.084543245228681,82.84708339026675,0.14285077641846786,203.41705635775375,True,`ftol` termination condition is satisfied.
